V1,V2,V3,V4,V5,V6,V7,V8
-1.02789913110978,0.465718905529468,-2.45382847482402,0.556709383152926,0.100502421118279,1.42490909404547,5.10858224726345,0.209317797959863
-0.716510831731856,-0.636003063390792,-3.25407869290307,0.84197745922606,-0.614734800509459,1.45336807223194,-0.984248009567981,0.209317797959863
-0.716510831731856,-0.830424587317897,-0.373177907818495,-1.34507779066796,-0.135105134241446,-1.40675923550818,-0.104333331146721,-0.869031478985095
1.15181896453569,0.886965540704861,-0.373177907818495,1.22233489399024,1.564635086568,0.229632010213779,0.564286046206277,1.09160357000574
-0.0937342329760078,1.56744087444973,0.106972223028934,0.366530665770837,-0.177177911984254,0.0304191629084958,-0.937936710703705,-0.672967974086012
-0.405122532353932,0.0768758576752583,-0.853328038665924,-0.869630997212741,-0.135105134241446,0.101566608374668,-1.25922134657463,0.01325429306078
-0.716510831731856,0.984176302668414,0.907222441107981,1.22233489399024,2.76791653001231,1.06917186671461,0.47455790465674,-0.770999726535553
1.46320726391361,1.89147674766157,-0.213127864202686,0.651798741843971,2.85206208549793,-0.424924488075005,0.266157059767494,2.85617511409749
-1.02789913110978,1.76186239837683,-0.853328038665924,-0.0138267689933405,2.70901464117238,0.215402521120544,1.5889235335784,-0.967063231434636
-0.405122532353932,0.757351191420125,0.427072310260553,0.556709383152926,0.319280865380882,0.727664128476983,-0.561657407431455,-0.182809211838303
-1.02789913110978,-0.603599476069608,-0.533227951434305,-0.584362921139607,-0.337054467406925,-0.752202737219397,-0.199850385054292,-0.770999726535553
-0.405122532353932,-0.473985126784872,-0.693277995050114,-1.82052458412319,1.02610353146006,-1.10793996455026,1.0360824033861,-0.869031478985095
-0.716510831731856,-0.117545666251846,1.2273225283396,0.937066817917104,0.538059309643484,1.78064632137633,0.824787102317834,-0.182809211838303
-0.716510831731856,0.174086619638811,-1.81362830036078,1.50760297006337,0.319280865380882,1.05494237762137,0.26036814740946,-0.672967974086012
0.529042365779841,-1.47849633374158,0.907222441107981,1.12724553529919,-0.959731578000485,0.386156390239356,-1.06239832640145,0.405381302858947
-0.405122532353932,-0.344370777500135,-0.213127864202686,-0.679452279830652,-0.522174689475281,0.144255075654372,-0.602179793937697,-0.476904469186928
3.02014876080323,0.95177271534723,1.54742261557122,0.366530665770837,-1.06912080013179,-0.894497628151741,0.601913976533502,1.18963532245528
-1.02789913110978,1.37301935052262,0.427072310260553,1.31742425268128,0.832568753843141,2.10792457052072,-0.764269339962666,-0.476904469186928
-0.716510831731856,0.0768758576752583,-1.65357825674497,1.03215617660815,0.0920878655697179,0.0304191629084958,1.2705333538865,-0.280840964287845
0.529042365779841,-0.765617412675529,-1.33347816951335,-0.108916127684385,-0.614734800509459,0.130025586561137,-0.069599856998513,-0.0847774593887617
-0.716510831731856,0.336104556244731,2.50772287726608,-0.108916127684385,-0.135105134241446,-0.0407282825576763,-0.836630744438099,1.38569882735436
-1.02789913110978,-1.25167122249329,-0.533227951434305,-0.679452279830652,-0.757782244835006,0.386156390239356,0.0635451272362831,-0.967063231434636
-1.02789913110978,-0.960038936602634,2.34767283365027,0.937066817917104,-0.707294911543636,1.46759756132517,1.44130626844852,0.405381302858947
-0.716510831731856,-0.733213825354345,-0.373177907818495,-0.0138267689933405,0.336109976478005,-0.154564195303551,-0.228794946844465,1.09160357000574
-0.0937342329760078,-1.08965328588737,0.267022266644743,-1.24998843197692,-0.597905689412335,-0.382236020795302,0.080911864310387,0.699476560207572
-0.716510831731856,-1.38128557177803,0.267022266644743,-1.72543522543214,-0.808269578126376,-0.43915397716824,0.0114449160139716,-0.869031478985095
-1.02789913110978,-0.603599476069608,-0.533227951434305,0.746888100535015,-0.774611355932129,0.0731076301881997,-0.0377608390293226,-0.869031478985095
-0.405122532353932,-1.25167122249329,-1.65357825674497,-0.584362921139607,-0.67363668934939,-0.382236020795302,1.2879000909606,-0.967063231434636
-0.716510831731856,0.660140429456572,1.2273225283396,0.0812625896977039,1.46366041998526,-0.424924488075005,1.06792142135529,-0.770999726535553
-0.716510831731856,-1.08965328588737,-3.7342288237505,-0.964720355903785,-1.10277902232603,-0.752202737219397,0.104067513742525,-0.967063231434636
-0.716510831731856,-0.441581539463688,-2.61387851843983,-1.05980971459483,-0.303396245212678,-1.42098872460142,-0.335889825468105,-0.476904469186928
-0.405122532353932,-0.92763534928145,0.427072310260553,-1.05980971459483,-0.757782244835006,-0.211482151676489,0.364568569854083,-0.770999726535553
-0.0937342329760078,-1.38128557177803,0.907222441107981,0.176351948388748,-0.72412402264076,0.158484564747606,2.22570389296221,-0.378872716737387
1.77459556329154,1.0165798899896,0.587122353876362,0.0812625896977039,-0.471687356183911,-0.31108857532913,-1.03924267696931,1.38569882735436
0.840430665157765,1.37301935052262,-0.213127864202686,-0.299094845066474,0.100502421118279,0.0731076301881997,0.312468358631771,1.77782583715253
2.08598386266946,-1.77012861963224,2.8278229644977,-0.584362921139607,-0.900829689160554,0.343467922959654,-0.689013479308216,1.58176233225345
-0.716510831731856,0.56292966749302,0.267022266644743,-0.299094845066474,0.201477087701019,-1.27869383366907,0.88267622589818,-0.770999726535553
-0.405122532353932,-0.765617412675529,-0.853328038665924,-1.15489907328587,0.0331859767297865,0.499992302985233,-0.202744841233309,-0.967063231434636
0.529042365779841,-0.0527384916094782,0.106972223028934,-0.584362921139607,-0.370712689601171,-0.979874562711148,-0.804791726468909,-0.0847774593887617
